time,q_0,q_1,q_2,q_3,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,height,left_motor_vel,left_motor_pos,left_motor_tor,right_motor_vel,right_motor_pos,right_motor_tor,gait_pred,terrain_pred,label,target_torque
1.603,-0.7626916914625772,0.15086594949263743,-0.07124437323567556,0.624780651560235,0.07568474860761398,-0.31982909895475586,0.9301899748226106,0.0579842832074462,-0.12512397955291021,-0.0030518043793392735,8998.513758093939,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.619,-0.7626916914625772,0.15086594949263743,-0.07124437323567556,0.6248111696040284,0.07568474860761398,-0.314946211947813,0.9350728618295534,0.11902037079423167,-0.12512397955291021,-0.0030518043793392735,8998.513758093939,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.632,-0.7626916914625772,0.15083543144884404,-0.07121385519188217,0.6248111696040284,0.08056763561455682,-0.314946211947813,0.9350728618295534,0.11902037079423167,-0.06408789196612474,-0.0030518043793392735,8998.513758093939,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.642,-0.7626916914625772,0.15083543144884404,-0.07121385519188217,0.6248111696040284,0.08056763561455682,-0.314946211947813,0.9350728618295534,0.11902037079423167,-0.06408789196612474,-0.0030518043793392735,8998.513758093939,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.654,-0.7626916914625772,0.15083543144884404,-0.07118333714808878,0.6248111696040284,0.08056763561455682,-0.31982909895475586,0.9301899748226106,0.11902037079423167,-0.06408789196612474,-0.0030518043793392735,8998.513758093939,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.665,-0.7626916914625772,0.15083543144884404,-0.07118333714808878,0.6248111696040284,0.08056763561455682,-0.31982909895475586,0.9301899748226106,0.11902037079423167,-0.06408789196612474,-0.0030518043793392735,8998.513758093939,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.675,-0.7626916914625772,0.15083543144884404,-0.07115281910429538,0.6248111696040284,0.07568474860761398,-0.31982909895475586,0.9301899748226106,0.11902037079423167,-0.06408789196612474,-0.0030518043793392735,8998.513758093939,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.685,-0.7626916914625772,0.15080491340505064,-0.07115281910429538,0.6248111696040284,0.07568474860761398,-0.31982909895475586,0.9301899748226106,0.11902037079423167,-0.06408789196612474,-0.0030518043793392735,8998.513758093939,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.695,-0.7626916914625772,0.15080491340505064,-0.07115281910429538,0.6248111696040284,0.07568474860761398,-0.31982909895475586,0.9301899748226106,0.11902037079423167,-0.06408789196612474,-0.0030518043793392735,8989.573060844723,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.705,-0.7626916914625772,0.15080491340505064,-0.07112230106050199,0.6248111696040284,0.07568474860761398,-0.31982909895475586,0.9301899748226106,0.11902037079423167,-0.06408789196612474,-0.0030518043793392735,8989.573060844723,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.717,-0.7626916914625772,0.15080491340505064,-0.07112230106050199,0.6248416876478218,0.07568474860761398,-0.31982909895475586,0.9301899748226106,0.18005645838101714,-0.0030518043793392735,-0.0030518043793392735,8989.573060844723,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.727,-0.7626916914625772,0.15080491340505064,-0.07112230106050199,0.6248416876478218,0.07568474860761398,-0.31982909895475586,0.9301899748226106,0.18005645838101714,-0.0030518043793392735,-0.0030518043793392735,8989.573060844723,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.737,-0.7626916914625772,0.15077439536125725,-0.07112230106050199,0.6248416876478218,0.08056763561455682,-0.31982909895475586,0.9301899748226106,0.3021286335545881,0.11902037079423167,-0.0030518043793392735,8989.573060844723,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
1.747,-0.7626916914625772,0.15074387731746386,-0.0710917830167086,0.6248416876478218,0.08056763561455682,-0.31982909895475586,0.9301899748226106,0.3021286335545881,0.11902037079423167,-0.0030518043793392735,8989.573060844723,-0.028870069428549527,-1.5442293430991079,-0.00025940337224383825,-0.09063859006637642,1.2503826962691686,-0.00025940337224383825,0,1,0,0.9999542229343099
